,name,phone,location
427,경상동물병원,,경상남도 함안군 가야읍 도항리
428,경상동물병원,055-263-5144,경상남도 창원시 성산구 상남동
429,경상북도 야생동물 구조관리센터,054-840-8251,
430,경서동물병원,02-3158-0733,경기도 고양시 덕양구 화전동
431,경의,,경상북도 의성군 의성읍 후죽리
432,경인동물의료센터,02-571-8275,서울특별시 영등포구 영등포동
433,경일 동물병원,055-297-1919,경상남도 창원시 마산회원구 회성동
434,경주동물병원,772-4712,경상북도 경주시 성동동
435,경주축협동물병원(황성점),054-773-7381,
436,경희궁 바른 동물병원,,서울특별시 종로구 홍파동
437,계림동물병원,,경상북도 상주시 복룡동
438,계산동물병원,549-2626,인천광역시 계양구 작전동
439,계양 24시 SKY 동물병원,275-7575,인천광역시 계양구 작전동
440,계양 동물 메디컬 센터,555-9975,인천광역시 계양구 계산동
441,계양동물병원,551-8275,인천광역시 계양구 효성동
442,고강동물병원,683-5137,경기도 부천시 고강동
443,고고동물병원,,경상북도 상주시 공성면 옥산리
444,고대영동물병원,413-8275,경기도 안산시 상록구 성포동
445,고덕 고래힐동물병원,02-441-5515,서울특별시 강동구 고덕동
446,고덕24시 동물병원,02-6227-8275,
447,고동물병원,246-0473,부산광역시 중구 남포동5가
448,고득영동물병원,2608-0973,서울특별시 강서구 화곡동
449,고래 동물병원,,경기도 시흥시 은행동
450,고려동물메디컬센터,(043)268-5677,충청북도 청주시 서원구 사직동
451,고려동물메디컬센터,,충청북도 청주시 흥덕구 사직동
452,고려동물병원,371-0563,경상북도 청도군 청도읍 고수리
453,고려동물병원,061-393-8181,전라남도 장성군 장성읍 영천리
454,고려동물병원,041-664-1620,충청남도 서산시 동문동
455,고려동물병원,855-0124,전라북도 익산시 영등동
456,고려동물병원,02-861-7582,서울특별시 관악구 신림동
457,고려동물병원,536-3675,경상북도 상주시 남성동
458,고려동물병원,031-941-2422,경기도 파주시 금촌동
459,고려동물병원,019-615-7585,광주광역시 남구 방림동
460,고려동물병원,325-0175,경상남도 김해시 서상동
461,고려동물병원,031-256-3369,경기도 수원시 장안구 정자동
462,고려동물병원,1577-9291,경기도 하남시 신장동
463,고려동물병원,055-238-6520,경상남도 창원시 의창구 봉곡동
464,고려동물병원,055-238-6520,경상남도 창원시 봉곡동
465,고려동물병원,017-324-0794,경기도 화성시 봉담읍 와우리
466,고려동물병원,3391-0075,서울특별시 노원구 상계동
467,고려동물병원,033-264-9975,강원도 춘천시 퇴계동
468,고려동물병원,041-557-8575,충청남도 천안시 동남구 신부동
469,고려동물병원,070-7796-3478,충청북도 옥천군 옥천읍 장야리
470,고려동물병원 (출장전문동물병원),031-674-4432,경기도 안성시 보개면 양복리
471,고려동물병원(출장진료전문동물병원),382-9646,전라남도 담양군 담양읍 지침리
472,고려동물종합병원,016-477-4686(633-7582),대전광역시 대덕구 송촌동
473,고려애견종합병원,735-1942,경기도 성남시 수정구 신흥동
474,고려애견종합병원,256-6100,대구광역시 중구 남산동
475,고려종합동물병원,02-3661-8200,서울특별시 강서구 가양동
476,고려종합동물병원,02-575-7999,서울특별시 강남구 도곡동
477,고령가축병원,954-2668,경상북도 고령군 고령읍 헌문리
478,고령성주축협동물병원,054-954-0723,경상북도 고령군 고령읍 고아리
479,고방동물병원,031-632-7582,경기도 이천시 부발읍 신하리
480,고병기동물병원,031-236-7582,경기도 수원시 권선구 권선동
481,고성동물병원,,강원도 고성군 간성읍 신안리
482,고성동물병원,,경상남도 고성군 고성읍 동외리
483,고앤서 동물병원,053-813-7580,경상북도 경산시 중산동
484,고양 우리아이 동물병원,031-965-0079,경기도 고양시 덕양구 고양동
485,고양동물병원,031-964-7599,경기도 고양시 덕양구 고양동
486,고양시 동물보호센터,031-962-3232,경기도 고양시 덕양구 원흥동
487,고양이병원 소설,031-8039-5382,경기도 성남시 분당구 운중동
488,고운동물병원,044-865-9575,세종특별자치시  고운동
489,고은동물병원,814-8005,경상북도 경산시 중방동
490,고은동물병원,311-7578,부산광역시 사상구 모라동
491,고제용 동물병원,033-633-4212,강원도 속초시 교동
492,고창,561-0561,전라북도 고창군 고창읍 읍내리
493,고창부안축협동물병원,561-2480,전라북도 고창군 흥덕면 신덕리
494,고창중앙 동물병원,563-4245,전라북도 고창군 고창읍 읍내리
495,고척원동물의료센터,028567582,서울특별시 구로구 고척동
496,고촌동물병원,"986-3100,010-2044-3768",경기도 김포시 고촌읍 신곡리
497,고흥 홍교 동물병원,,전라남도 고흥군 과역면 과역리
498,고흥동물병원,,전라남도 고흥군 고흥읍 남계리
499,고흥미소동물병원,,전라남도 고흥군 고흥읍 남계리
500,고흥종합동물병원,061-832-7582,전라남도 고흥군 고흥읍 남계리
501,곤양가축병원,,경상남도 사천시 곤양면 성내리
502,곤지암동물병원,031-769-5675,경기도 광주시 곤지암읍 곤지암리
503,곤지암행복동물병원,761-9394,경기도 광주시 곤지암읍
504,골드퍼피&실버캣,,서울특별시 중랑구 중화동
505,골드퍼피동물병원 공릉점,02-971-5955,서울특별시 노원구 공릉동
506,골드퍼피동물병원 중계점,02-972-6543,서울특별시 노원구 중계동
507,곰아저씨 동물병원,746-5575,대구광역시 수성구 수성동4가
508,공감＋동물의료센터,031-214-0025,경기도 수원시 영통구 원천동
509,공감동물병원,2666-0829,서울특별시 강서구 마곡동
510,공검가축병원,541-1157,경상북도 상주시 공검면 양정리
511,공군교육사령부동물병원,055-750-2671,경상남도 진주시 금산면 속사리
512,공덕 건강한 동물병원,02-701-0705,서울특별시 마포구 공덕동
513,공원애견동물병원,419-7574,경기도 안산시 상록구 본오동
514,공원옆 동물병원,054-771-0055,
515,공원옆동물병원,2650-8275,서울특별시 양천구 신정동
516,공주동물병원,,충청남도 공주시 금성동
517,공항축산,2663-8520,
518,관문동물병원,054-277-5809,경상북도 포항시 남구 효자동
519,관악동물종합병원,02-883-2733,서울특별시 관악구 봉천동
520,관양동물병원,031-384-3920,경기도 안양시 동안구 관양동
521,관저종합동물병원,042-546-7575,대전광역시 서구 관저동
522,광교 우리들동물병원,031-256-0075,경기도 수원시 영통구 이의동
523,광교24시 동물의료센터,0318937982,경기도 용인시 수지구 상현동
524,광교산동물병원,031-241-2668,경기도 수원시 장안구 영화동
525,광교호수 동물병원,0312127515,경기도 용인시 수지구 상현동
526,광명 24 아이디동물의료센터,02-6952-2475,경기도 광명시 철산동
527,광명시티동물병원,897-7585,경기도 광명시 소하동
528,광산동물병원,944-5550,광주광역시 광산구 송정동
529,광안동물병원,,부산광역시 수영구 광안동
530,광양동물메디컬센터,061-792-7501,전라남도 광양시 중동
531,광양동물병원,761-7613,전라남도 광양시 광양읍 인동리
532,광장동물병원,033-242-8075,강원도 춘천시 효자동
533,광장동물병원,053-653-5549,대구광역시 달서구 두류동
534,광적동물병원,031-836-3507,경기도 양주시 광적면 가납리
535,광주 한사랑동물병원,062-223-0075,광주광역시 동구 학동
536,광주24시스카이동물메디컬센터,062-719-4275,광주광역시 서구 쌍촌동
537,광주TNR동물병원(송정),031-798-7581,경기도 광주시 송정동
538,광주TNR동물병원(초월),031-798-7581,경기도 광주시 초월읍 지월리
539,광주광역시 야생동물구조관리센터,062-613-6651,광주광역시 서구 유촌동
540,광주광역시 우치동물원 동물병원,613-5890,광주광역시 북구 생용동
541,광주다온동물병원,062-956-7566,광주광역시 광산구 월곡동
542,광주동물메디컬센터,062-523-0075,광주광역시 광산구 신창동
543,광주동물병원,763-8825,경기도 광주시 오포읍 양벌리
544,광주동물병원,,전라남도 완도군 완도읍 군내리
545,광주동물병원,011-622-3537,전라남도 고흥군 고흥읍 남계리
546,광주동물병원,062-681-5720,광주광역시 남구 송하동
547,광주동물보호소 부속동물병원,062-571-2808,광주광역시 북구 본촌동
548,광주축산농협 동물병원,062-228-1083,광주광역시 서구 마륵동
549,광주축산농협동물병원,062-674-1232,광주광역시 남구 송하동
550,광진24시필동물병원,02-446-8175,서울특별시 광진구 구의동
551,광진동물병원,055-532-0636,경상남도 창녕군 창녕읍 말흘리
552,광진동물의료센터,457-4545,서울특별시 광진구 구의동
553,광혜원동물병원,,충청북도 진천군 광혜원면 광혜원리
554,광화문동물병원,722-8275,서울특별시 종로구 통인동
555,광희동물병원,063-229-6649,전라북도 완주군 이서면 이문리
556,괴산증평축협동물병원,043-833-8869,충청북도 괴산군 괴산읍 동부리
557,괴정동물병원,207-3344,부산광역시 사하구 괴정동
558,교대동물병원,596-1175,서울특별시 서초구 서초동
559,교래 말 전문병원,011-9667-7582,제주특별자치도 제주시 구좌읍 세화리
560,교하동물병원,031-957-2388,경기도 파주시 금촌동
561,구구동물병원,051-638-9977,부산광역시 동구 범일동
562,구담가축병원,,경상북도 안동시 풍천면 구담리
563,구로다나은동물병원,02-2672-7582,서울특별시 구로구 신도림동
564,구로종합동물병원,2631-0085,서울특별시 구로구 신도림동
565,구름동물병원,2694-8275,서울특별시 양천구 신정동
566,구리동물병원,031-557-9009,경기도 구리시 수택동
567,구미 JM 동물 메디컬 센터,054-465-0220,경상북도 구미시 공단동
568,구미 산동 아이엔 동물병원,,
569,구미TOP동물의료센터,054-443-7582,경상북도 구미시 도량동
570,구미가축병원,054-435-2107,경상북도 구미시 원평동
571,구미옥계동물병원,054-462-7582,경상북도 구미시 옥계동
572,구미칠곡축산농협동물병원,482-1377,경상북도 구미시 선산읍 교리
573,구서동물병원,"512-1661,010-4256-6070",부산광역시 금정구 구서동
574,구성동물병원,031-275-7579,경기도 용인시 기흥구 마북동
575,구자동동물병원,02-504-7588,경기도 과천시 별양동
576,구지동물병원,614-4939,대구광역시 달성군 구지면 창리
577,구평동물병원,,경상북도 구미시 구평동
578,구포동물병원,332-5688,부산광역시 북구 구포동
579,구피동물병원,,충청남도 서산시 예천동
580,국군의학연구소 동물병원,042-878-4878,대전광역시 유성구 추목동
581,국립공원공단 국립공원연구원 생태보전실 중부보전센터,054-637-9120,
582,국립공원공단 국립공원연구원 야생동물의료센터,061-783-9585,전라남도 구례군 마산면 황전리
583,국립공원관리공단 국립공원연구원 북부보전센터,463-9120,강원도 인제군 북면 용대리
584,국립백두대간수목원 동물병원,054-679-0977,경상북도 봉화군 춘양면 서벽리
585,국립생태원 멸종위기종복원센터,054-680-7451,경상북도 영양군 영양읍 대천리
586,국립생태원 멸종위기종복원센터 동물병원,054-680-7451,경상북도 영양군 영양읍 대천리
587,국립생태원동물병원,041-950-5875,충청남도 서천군 마서면 송내리
588,국립축산과학원 가금연구소 동물병원,033-3309500,강원도 평창군 대관령면 횡계리
589,국립축산과학원 난지축산연구소 동물병원,,제주특별자치도 제주시 오등동
590,국립축산과학원 동물병원,063-238-7224,전라북도 완주군 이서면 금평리
591,국립축산과학원 축산자원개발부 동물병원,041-580-3409,경기도 평택시 팽성읍 노와리
592,국립축산과학원 한우연구소,,강원도 평창군 대관령면 차항리
593,국립축산과학원 한우연구소 동물병원,0333300617,강원도 평창군 대관령면 차항리
594,국민동물병원,031-734-5207,경기도 파주시 조리읍 봉일천리
595,국민종합동물병원,,경기도 파주시 조리읍 봉일천리
